ZIP Code	Type	Common Cities	County	Area Codes
12082	PO Box	Grafton	Rensselaer County	Area Code 518
12083	Standard	Greenville, Norton Hill, S Westerlo, South Westerlo	Greene County	Area Code 518
12084	Standard	Guilderland	Albany County	Area Code 518
12085	Standard	Guilderland Center, Guildrlnd Ctr	Albany County	Area Code 518
12086	Standard	Hagaman	Montgomery County	
12087	Standard	Hannacroix	Greene County	Area Code 518
12089	PO Box	Hoosick	Rensselaer County	Area Code 518
12090	Standard	Hoosick Falls	Rensselaer County	Area Code 518
12092	Standard	Howes Cave	Schoharie County	Area Code 518
12093	Standard	Jefferson	Schoharie County	
12094	Standard	Johnsonville	Rensselaer County	Area Code 518
12095	Standard	Johnstown	Fulton County	Area Code 518
12106	Standard	Kinderhook	Columbia County	Area Code 518
12107	PO Box	Knox	Albany County	Area Code 518
12108	Standard	Lake Pleasant	Hamilton County	Area Code 518
12110	Standard	Latham, Newtonville	Albany County	Area Code 518
12115	Standard	Malden Bridge	Columbia County	Area Code 518
12116	Standard	Maryland	Otsego County	
12117	Standard	Mayfield	Fulton County	Area Code 518
12118	Standard	Mechanicville	Saratoga County	Area Code 518
12120	Standard	Medusa	Albany County	Area Code 518
12121	Standard	Melrose	Rensselaer County	Area Code 518
12122	Standard	Middleburgh	Schoharie County	Area Code 518
12123	Standard	Nassau	Rensselaer County	Area Code 518
12124	PO Box	New Baltimore	Greene County	Area Code 518
12125	Standard	New Lebanon, Lebanon Spg, Lebanon Springs	Columbia County	Area Code 518
12128	PO Box	Newtonville, Latham	Albany County	Area Code 518
12130	Standard	Niverville	Columbia County	Area Code 518
12131	Standard	North Blenheim, N Blenheim	Schoharie County	Area Code 518
12132	PO Box	North Chatham	Columbia County	Area Code 518
12133	PO Box	North Hoosick	Rensselaer County	Area Code 518
12134	Standard	Northville	Fulton County	Area Code 518
12136	Standard	Old Chatham	Columbia County	Area Code 518
12137	Standard	Pattersonville, Pattersonvle	Schenectady County	Area Code 518
12138	Standard	Petersburg, Petersburgh, Taconic Lake	Rensselaer County	Area Code 518
12139	Standard	Piseco	Hamilton County	Area Code 518
12140	Standard	Poestenkill	Rensselaer County	Area Code 518
12141	PO Box	Quaker Street	Schenectady County	Area Code 518
12143	Standard	Ravena	Albany County	Area Code 518
12144	Standard	Rensselaer	Rensselaer County	Area Code 518
12147	Standard	Rensselaerville, Rensselaervle	Albany County	Area Code 518
12148	Standard	Rexford	Saratoga County	Area Code 518
12149	Standard	Richmondville	Schoharie County	Area Code 518
12150	Standard	Rotterdam Junction, Rotterdam Jct	Schenectady County	Area Code 518
12151	Standard	Round Lake	Saratoga County	Area Code 518
12153	Standard	Sand Lake	Rensselaer County	Area Code 518
12154	Standard	Schaghticoke	Rensselaer County	
12155	Standard	Schenevus	Otsego County	Area Code 607
12156	Standard	Schodack Landing, Schodack Lndg	Rensselaer County	Area Code 518
12157	Standard	Schoharie	Schoharie County	Area Code 518
12158	Standard	Selkirk	Albany County	Area Code 518
12159	Standard	Slingerlands	Albany County	Area Code 518
12160	Standard	Sloansville	Schoharie County	Area Code 518
12161	PO Box	South Bethlehem, S Bethlehem	Albany County	Area Code 518
12164	Standard	Speculator	Hamilton County	Area Code 518
12165	Standard	Spencertown	Columbia County	Area Code 518
12166	Standard	Sprakers	Montgomery County	
12167	Standard	Stamford	Delaware County	Area Code 607
12168	Standard	Stephentown	Rensselaer County	Area Code 518
12169	Standard	Stephentown	Rensselaer County	Area Code 518
12170	Standard	Stillwater	Saratoga County	Area Code 518
12172	PO Box	Stottville	Columbia County	Area Code 518
12173	Standard	Stuyvesant	Columbia County	Area Code 518
12174	PO Box	Stuyvesant Falls, Stuyvesant Fl	Columbia County	Area Code 518
12175	Standard	Summit	Schoharie County	Area Code 518
12176	Standard	Surprise	Greene County	Area Code 518
12177	PO Box	Tribes Hill	Montgomery County	Area Code 518
12180	Standard	Troy	Rensselaer County	Area Code 518
12181	PO Box	Troy	Rensselaer County	Area Code 518
12182	Standard	Troy	Rensselaer County	Area Code 518
12183	Standard	Troy, Green Island	Albany County	Area Code 518
12184	Standard	Valatie	Columbia County	Area Code 518
12185	Standard	Valley Falls	Rensselaer County	Area Code 518
12186	Standard	Voorheesville	Albany County	Area Code 518
12187	Standard	Warnerville	Schoharie County	
12188	Standard	Waterford	Saratoga County	Area Code 518
12189	Standard	Watervliet	Albany County	Area Code 518
12190	Standard	Wells	Hamilton County	Area Code 518
12192	Standard	West Coxsackie, W Coxsackie	Greene County	Area Code 518
12193	Standard	Westerlo	Albany County	Area Code 518
12194	Standard	West Fulton	Schoharie County	
12195	PO Box	West Lebanon	Columbia County	Area Code 518
12196	Standard	West Sand Lake, W Sand Lake	Rensselaer County	Area Code 518
12197	Standard	Worcester	Otsego County	Area Code 607
12198	Standard	Wynantskill	Rensselaer County	Area Code 518
12201	PO Box	Albany	Albany County	Area Code 518
12202	Standard	Albany	Albany County	Area Code 518
12203	Standard	Albany, Stuyvesant Plaza, Stuyvsnt Plz	Albany County	Area Code 518
12204	Standard	Albany, Menands	Albany County	Area Code 518
12205	Standard	Albany, Colonie, Roessleville	Albany County	Area Code 518
12206	Standard	Albany	Albany County	Area Code 518
12207	Standard	Albany	Albany County	Area Code 518
12208	Standard	Albany	Albany County	Area Code 518
12209	Standard	Albany	Albany County	Area Code 518
12210	Standard	Albany	Albany County	Area Code 518
12211	Standard	Albany, Loudonville, Siena	Albany County	Area Code 518
12212	PO Box	Albany	Albany County	Area Code 518
12214	Unique	Albany	Albany County	Area Code 518
12220	PO Box	Albany	Albany County	Area Code 518
12222	Unique	Albany	Albany County	Area Code 518
12223	Standard	Albany	Albany County	Area Code 518
12224	PO Box	Albany	Albany County	Area Code 518
12225	PO Box	Albany	Albany County	Area Code 518
12226	Standard	Albany	Albany County	Area Code 518
12227	Unique	Albany	Albany County	Area Code 518
12228	Unique	Albany	Albany County	Area Code 518
12229	Unique	Albany	Albany County	Area Code 518
12230	Unique	Albany	Albany County	Area Code 518
12231	Unique	Albany	Albany County	Area Code 518
12232	Unique	Albany	Albany County	Area Code 518
12233	Unique	Albany	Albany County	Area Code 518
12234	Unique	Albany	Albany County	Area Code 518
12235	Unique	Albany	Albany County	Area Code 518
12236	Unique	Albany	Albany County	Area Code 518
12237	Unique	Albany	Albany County	Area Code 518
12238	Unique	Albany	Albany County	Area Code 518
12239	Unique	Albany	Albany County	Area Code 518
12240	Unique	Albany	Albany County	Area Code 518
12241	Unique	Albany	Albany County	Area Code 518
12242	Unique	Albany	Albany County	Area Code 518
12243	Unique	Albany	Albany County	Area Code 518
12244	Unique	Albany	Albany County	Area Code 518
12245	Unique	Albany	Albany County	Area Code 518
12246	Unique	Albany	Albany County	Area Code 518
12247	Standard	Albany	Albany County	Area Code 518
12248	Unique	Albany	Albany County	Area Code 518
12249	Unique	Albany	Albany County	Area Code 518
12250	Unique	Albany	Albany County	Area Code 518
12252	Unique	Albany	Albany County	Area Code 518
12255	Unique	Albany	Albany County	Area Code 518
12256	Unique	Albany	Albany County	Area Code 518
12257	Unique	Albany	Albany County	Area Code 518
12260	Standard	Albany	Albany County	Area Code 518
12261	Unique	Albany	Albany County	Area Code 518
12288	Unique	Albany	Albany County	Area Code 518
12301	PO Box	Schenectady	Schenectady County	Area Code 518
12302	Standard	Schenectady, Glenville, Scotia	Schenectady County	Area Code 518
12303	Standard	Schenectady	Schenectady County	Area Code 518
12304	Standard	Schenectady	Schenectady County	Area Code 518
12305	Standard	Schenectady	Schenectady County	Area Code 518
12306	Standard	Schenectady, Rotterdam	Schenectady County	Area Code 518
12307	Standard	Schenectady	Schenectady County	Area Code 518
12308	Standard	Schenectady	Schenectady County	Area Code 518
12309	Standard	Schenectady, Niskayuna	Schenectady County	Area Code 518
12325	PO Box	Schenectady, Glenville	Schenectady County	Area Code 518
12345	Unique	Schenectady	Schenectady County	Area Code 518
12401	Standard	Kingston, Eddyville, Saint Remy	Ulster County	Area Code 845
12402	PO Box	Kingston	Ulster County	Area Code 845
12404	Standard	Accord	Ulster County	Area Code 845
12405	Standard	Acra	Greene County	Area Code 518
12406	Standard	Arkville	Delaware County	
12407	Standard	Ashland	Greene County	Area Code 518
12409	Standard	Bearsville, Shady	Ulster County	Area Code 845
12410	Standard	Big Indian, Oliverea	Ulster County	Area Code 845
12411	Standard	Bloomington	Ulster County	Area Code 845
12412	Standard	Boiceville	Ulster County	Area Code 845
12413	Standard	Cairo	Greene County	Area Code 518
12414	Standard	Catskill, Cementon	Greene County	Area Code 518
12416	Standard	Chichester	Ulster County	Area Code 845
12417	PO Box	Connelly	Ulster County	Area Code 845
12418	Standard	Cornwallville	Greene County	Area Code 518
12419	Standard	Cottekill	Ulster County	Area Code 845
12420	PO Box	Cragsmoor	Ulster County	Area Code 845
12421	Standard	Denver	Delaware County	
12422	Standard	Durham	Greene County	Area Code 518
12423	Standard	East Durham	Greene County	Area Code 518
12424	Standard	East Jewett, Tannersville	Greene County	Area Code 518
12427	Standard	Elka Park	Greene County	Area Code 518
12428	Standard	Ellenville	Ulster County	Area Code 845
12429	PO Box	Esopus	Ulster County	Area Code 845
12430	Standard	Fleischmanns, Halcott Center, Halcott Ctr	Delaware County	Area Code 845
12431	Standard	Freehold	Greene County	Area Code 518
12432	PO Box	Glasco	Ulster County	Area Code 845
12433	Standard	Glenford	Ulster County	Area Code 845
12434	Standard	Grand Gorge	Delaware County	Area Code 518
12435	Standard	Greenfield Park, Greenfld Park	Ulster County	Area Code 845
12436	PO Box	Haines Falls	Greene County	Area Code 518
12438	PO Box	Halcottsville	Delaware County	Area Code 845
12439	Standard	Hensonville, East Windham	Greene County	Area Code 518
12440	Standard	High Falls	Ulster County	Area Code 845
12441	PO Box	Highmount	Ulster County	Area Code 845
12442	Standard	Hunter	Greene County	Area Code 518
12443	Standard	Hurley	Ulster County	Area Code 845
12444	Standard	Jewett	Greene County	Area Code 518
12446	Standard	Kerhonkson	Ulster County	Area Code 845
12448	Standard	Lake Hill	Ulster County	Area Code 845
12449	Standard	Lake Katrine	Ulster County	Area Code 845
12450	Standard	Lanesville	Greene County	Area Code 518
12451	Standard	Leeds	Greene County	Area Code 518
12452	PO Box	Lexington	Greene County	Area Code 518
12453	PO Box	Malden On Hudson, Malden Hudson	Ulster County	Area Code 845
12454	Standard	Maplecrest	Greene County	Area Code 518
12455	Standard	Margaretville	Delaware County	Area Code 845
12456	Standard	Mount Marion	Ulster County	Area Code 845
12457	Standard	Mount Tremper	Ulster County	Area Code 845
12458	Standard	Napanoch	Ulster County	Area Code 845
12459	PO Box	New Kingston	Delaware County	Area Code 845
12460	Standard	Oak Hill	Greene County	Area Code 518
12461	Standard	Olivebridge, Krumville	Ulster County	Area Code 845
12463	Standard	Palenville	Greene County	Area Code 518
12464	Standard	Phoenicia	Ulster County	Area Code 845
12465	Standard	Pine Hill	Ulster County	Area Code 845
12466	Standard	Port Ewen	Ulster County	Area Code 845
12468	Standard	Prattsville	Greene County	Area Code 518
12469	Standard	Preston Hollow, Preston Holw	Albany County	
12470	Standard	Purling	Greene County	Area Code 518
12471	PO Box	Rifton	Ulster County	Area Code 845
12472	Standard	Rosendale	Ulster County	Area Code 845
12473	Standard	Round Top	Greene County	Area Code 518
12474	Standard	Roxbury	Delaware County	Area Code 607
12475	PO Box	Ruby	Ulster County	Area Code 845
12477	Standard	Saugerties	Ulster County	Area Code 845
12480	Standard	Shandaken	Ulster County	Area Code 845
12481	Standard	Shokan	Ulster County	Area Code 845
12482	Standard	South Cairo	Greene County	Area Code 518
12483	PO Box	Spring Glen	Ulster County	Area Code 845
12484	Standard	Stone Ridge	Ulster County	Area Code 845
12485	Standard	Tannersville	Greene County	Area Code 518
12486	Standard	Tillson	Ulster County	Area Code 845
12487	Standard	Ulster Park	Ulster County	Area Code 845
12489	PO Box	Wawarsing	Ulster County	Area Code 845
12490	PO Box	West Camp	Ulster County	Area Code 845
12491	Standard	West Hurley	Ulster County	Area Code 845
12492	Standard	West Kill	Greene County	Area Code 518
12493	PO Box	West Park	Ulster County	Area Code 845
12494	Standard	West Shokan	Ulster County	Area Code 845
12495	Standard	Willow	Ulster County	Area Code 845
12496	Standard	Windham	Greene County	Area Code 518
12498	Standard	Woodstock	Ulster County	Area Code 845
12501	Standard	Amenia	Dutchess County	Area Code 845
12502	Standard	Ancram	Columbia County	Area Code 518
12503	Standard	Ancramdale	Columbia County	Area Code 518
12504	PO Box	Annandale On Hudson, Annandale, Red Hook	Dutchess County	
12506	PO Box	Bangall	Dutchess County	
12507	Standard	Barrytown, Red Hook	Dutchess County	Area Code 845
12508	Standard	Beacon	Dutchess County	Area Code 845
12510	PO Box	Billings	Dutchess County	Area Code 845
12511	PO Box	Castle Point	Dutchess County	Area Code 845
12512	PO Box	Chelsea	Dutchess County	Area Code 845
12513	Standard	Claverack	Columbia County	Area Code 518
12514	Standard	Clinton Corners, Clinton Cors	Dutchess County	Area Code 845
12515	Standard	Clintondale	Ulster County	Area Code 845
12516	Standard	Copake	Columbia County	Area Code 518
12517	Standard	Copake Falls	Columbia County	Area Code 518
12518	Standard	Cornwall	Orange County	Area Code 845
12520	Standard	Cornwall On Hudson, Cornwall Hdsn	Orange County	Area Code 845
12521	Standard	Craryville, Taghkanic	Columbia County	Area Code 518
12522	Standard	Dover Plains	Dutchess County	Area Code 845
12523	Standard	Elizaville, Taghkanic	Columbia County	Area Code 845
12524	Standard	Fishkill	Dutchess County	Area Code 845
12525	Standard	Gardiner	Ulster County	Area Code 845
12526	Standard	Germantown	Columbia County	Area Code 518
12527	PO Box	Glenham	Dutchess County	Area Code 845
12528	Standard	Highland	Ulster County	Area Code 845
12529	Standard	Hillsdale	Columbia County	Area Code 518
12530	PO Box	Hollowville	Columbia County	Area Code 518
12531	Standard	Holmes	Dutchess County	Area Code 845
12533	Standard	Hopewell Junction, East Fishkill, Hopewell, Hopewell Jct, W...	Dutchess County	Area Code 845
12534	Standard	Hudson	Columbia County	Area Code 518
12537	PO Box	Hughsonville	Dutchess County	Area Code 845
12538	Standard	Hyde Park	Dutchess County	Area Code 845
12540	Standard	Lagrangeville	Dutchess County	Area Code 845
12541	PO Box	Livingston	Columbia County	Area Code 518
12542	Standard	Marlboro	Ulster County	Area Code 845
12543	Standard	Maybrook	Orange County	Area Code 845
12544	PO Box	Mellenville	Columbia County	Area Code 518
12545	Standard	Millbrook	Dutchess County	Area Code 845
12546	Standard	Millerton	Dutchess County	Area Code 518
12547	Standard	Milton	Ulster County	Area Code 845
12548	Standard	Modena	Ulster County	Area Code 845
12549	Standard	Montgomery	Orange County	Area Code 845
12550	Standard	Newburgh	Orange County	Area Code 845
12551	PO Box	Newburgh	Orange County	Area Code 845
12552	PO Box	Newburgh	Orange County	Area Code 845
12553	Standard	New Windsor, Newburgh	Orange County	Area Code 914
12555	PO Box	Newburgh, Mid Hudson	Orange County	Area Code 845
12561	Standard	New Paltz	Ulster County	Area Code 845
12563	Standard	Patterson	Putnam County	Area Code 845
12564	Standard	Pawling	Dutchess County	Area Code 845
12565	Standard	Philmont	Columbia County	Area Code 518
12566	Standard	Pine Bush	Ulster County	Area Code 845
12567	Standard	Pine Plains	Dutchess County	Area Code 518
12568	PO Box	Plattekill	Ulster County	Area Code 845
12569	Standard	Pleasant Valley, Pleasant Vly	Dutchess County	Area Code 845
12570	Standard	Poughquag	Dutchess County	Area Code 845
12571	Standard	Red Hook, Milan	Dutchess County	Area Code 845
12572	Standard	Rhinebeck	Dutchess County	Area Code 845
12574	PO Box	Rhinecliff	Dutchess County	
12575	Standard	Rock Tavern	Orange County	Area Code 845
12577	Standard	Salisbury Mills, Salisbury Mls	Orange County	Area Code 845
12578	Standard	Salt Point	Dutchess County	Area Code 845
12580	Standard	Staatsburg	Dutchess County	Area Code 845
12581	Standard	Stanfordville	Dutchess County	Area Code 845
12582	Standard	Stormville	Dutchess County	
12583	Standard	Tivoli	Dutchess County	Area Code 845
12584	PO Box	Vails Gate	Orange County	Area Code 845
12585	Standard	Verbank	Dutchess County	Area Code 845
12586	Standard	Walden	Orange County	Area Code 845
12588	PO Box	Walker Valley	Ulster County	Area Code 845
12589	Standard	Wallkill	Ulster County	Area Code 845
12590	Standard	Wappingers Falls, New Hamburg, Wappingers Fl	Dutchess County	Area Code 845
12592	Standard	Wassaic	Dutchess County	Area Code 845
12593	Standard	West Copake, Copake	Columbia County	Area Code 518
12594	Standard	Wingdale	Dutchess County	Area Code 845
12601	Standard	Poughkeepsie	Dutchess County	Area Code 845
12602	PO Box	Poughkeepsie	Dutchess County	Area Code 845
12603	Standard	Poughkeepsie, Arlington	Dutchess County	Area Code 914
12604	Unique	Poughkeepsie	Dutchess County	Area Code 845
12701	Standard	Monticello	Sullivan County	Area Code 845
12719	Standard	Barryville	Sullivan County	Area Code 845
12720	Standard	Bethel	Sullivan County	Area Code 845
12721	Standard	Bloomingburg	Sullivan County	Area Code 845
12722	PO Box	Burlingham	Sullivan County	Area Code 845
12723	Standard	Callicoon	Sullivan County	Area Code 845
12724	PO Box	Callicoon Center, Callicoon Ctr	Sullivan County	Area Code 845
12725	Standard	Claryville	Ulster County	
12726	Standard	Cochecton	Sullivan County	
12727	PO Box	Cochecton Center, Cochecton Ctr	Sullivan County	Area Code 845
12729	Standard	Cuddebackville, Cuddebackvlle, Godeffroy	Orange County	Area Code 845
12732	Standard	Eldred	Sullivan County	
12733	Standard	Fallsburg	Sullivan County	Area Code 845
12734	Standard	Ferndale	Sullivan County	
12736	Standard	Fremont Center, Fremont Ctr	Sullivan County	Area Code 607
12737	Standard	Glen Spey	Sullivan County	
12738	Standard	Glen Wild	Sullivan County	Area Code 845
12740	Standard	Grahamsville, Sundown	Sullivan County	Area Code 845
12741	Standard	Hankins	Sullivan County	Area Code 607
12742	Standard	Harris	Sullivan County	Area Code 845
12743	Standard	Highland Lake	Sullivan County	
12745	Standard	Hortonville	Sullivan County	Area Code 845
12746	Standard	Huguenot	Orange County	Area Code 845
12747	Standard	Hurleyville	Sullivan County	Area Code 845
12748	Standard	Jeffersonville, Jeffersonvlle	Sullivan County	Area Code 845
12749	PO Box	Kauneonga Lake, Kauneonga Lk	Sullivan County	Area Code 845
12750	Standard	Kenoza Lake	Sullivan County	Area Code 845
12751	Standard	Kiamesha Lake	Sullivan County	Area Code 845
12752	Standard	Lake Huntington, Lk Huntington	Sullivan County	Area Code 845
12754	Standard	Liberty	Sullivan County	Area Code 845
12758	Standard	Livingston Manor, Lew Beach, Livingstn Mnr	Sullivan County	Area Code 607
12759	Standard	Loch Sheldrake, Loch Sheldrke	Sullivan County	Area Code 845
12760	Standard	Long Eddy	Delaware County	
12762	Standard	Mongaup Valley, Mongaup Vly	Sullivan County	
12763	Standard	Mountain Dale	Sullivan County	Area Code 845
12764	Standard	Narrowsburg	Sullivan County	Area Code 845
12765	Standard	Neversink	Sullivan County	Area Code 845
12766	Standard	North Branch	Sullivan County	
12767	PO Box	Obernburg	Sullivan County	Area Code 607
12768	Standard	Parksville	Sullivan County	
12769	PO Box	Phillipsport	Sullivan County	Area Code 845
12770	Standard	Pond Eddy	Sullivan County	
12771	Standard	Port Jervis	Orange County	Area Code 845
12775	Standard	Rock Hill	Sullivan County	Area Code 845
12776	Standard	Roscoe	Sullivan County	Area Code 607
12777	Standard	Forestburgh, Monticello	Sullivan County	Area Code 845
12778	PO Box	Smallwood	Sullivan County	Area Code 845
12779	Standard	South Fallsburg, S Fallsburg	Sullivan County	Area Code 845
12780	Standard	Sparrow Bush, Sparrowbush	Orange County	Area Code 845
12781	PO Box	Summitville	Sullivan County	Area Code 845
12783	Standard	Swan Lake	Sullivan County	
12784	PO Box	Thompsonville	Sullivan County	Area Code 845
12785	PO Box	Westbrookville, Port Jervis, Westbrookvlle	Sullivan County	Area Code 845
12786	Standard	White Lake	Sullivan County	Area Code 845
12787	Standard	White Sulphur Springs, Wht Sphr Spgs	Sullivan County	
12788	Standard	Woodbourne	Sullivan County	Area Code 845
12789	Standard	Woodridge	Sullivan County	
12790	Standard	Wurtsboro	Sullivan County	Area Code 845
12791	Standard	Youngsville	Sullivan County	Area Code 845
12792	Standard	Yulan	Sullivan County	
12801	Standard	Glens Falls, Queensbury	Warren County	Area Code 518
12803	Standard	South Glens Falls, Glens Falls, S Glens Falls	Saratoga County	Area Code 518
12804	Standard	Queensbury, Glens Falls	Warren County	Area Code 518
12808	Standard	Adirondack	Warren County	Area Code 518
12809	Standard	Argyle	Washington County	Area Code 518
12810	Standard	Athol	Warren County	Area Code 518
12811	PO Box	Bakers Mills	Warren County	Area Code 518
12812	Standard	Blue Mountain Lake, Blue Mtn Lake	Hamilton County	Area Code 518
12814	Standard	Bolton Landing, Bolton Lndg	Warren County	Area Code 518
12815	Standard	Brant Lake	Warren County	Area Code 518
12816	Standard	Cambridge	Washington County	Area Code 518
12817	Standard	Chestertown	Warren County	Area Code 518
12819	Standard	Clemons	Washington County	Area Code 518
12820	PO Box	Cleverdale	Warren County	Area Code 518
12821	Standard	Comstock	Washington County	Area Code 518
12822	Standard	Corinth	Saratoga County	Area Code 518
12823	Standard	Cossayuna	Washington County	Area Code 518
12824	Standard	Diamond Point	Warren County	Area Code 518
12827	Standard	Fort Ann	Washington County	Area Code 518
12828	Standard	Fort Edward	Washington County	
12831	Standard	Gansevoort, Wilton	Saratoga County	Area Code 518
12832	Standard	Granville	Washington County	Area Code 518
12833	Standard	Greenfield Center, Greenfld Ctr	Saratoga County	Area Code 518
12834	Standard	Greenwich, Thomson	Washington County	Area Code 518
12835	Standard	Hadley	Saratoga County	Area Code 518
12836	Standard	Hague	Warren County	Area Code 518
12837	Standard	Hampton	Washington County	Area Code 518
12838	Standard	Hartford	Washington County	Area Code 518
12839	Standard	Hudson Falls	Washington County	Area Code 518
12841	PO Box	Huletts Landing, Huletts Lndg	Washington County	Area Code 518
12842	Standard	Indian Lake	Hamilton County	Area Code 518
12843	Standard	Johnsburg	Warren County	Area Code 518
12844	Standard	Kattskill Bay, Pilot Knob	Washington County	Area Code 518
12845	Standard	Lake George	Warren County	Area Code 518
12846	Standard	Lake Luzerne	Warren County	Area Code 518
12847	Standard	Long Lake	Hamilton County	Area Code 518
12848	PO Box	Middle Falls	Washington County	Area Code 518
12849	Standard	Middle Granville, Mdl Granville	Washington County	Area Code 518
12850	Standard	Middle Grove	Saratoga County	Area Code 518
12851	Standard	Minerva	Essex County	Area Code 518
12852	Standard	Newcomb	Essex County	Area Code 518
12853	Standard	North Creek	Warren County	Area Code 518
12854	Standard	North Granville, N Granville	Washington County	Area Code 518
12855	Standard	North Hudson	Essex County	Area Code 518
12856	PO Box	North River	Warren County	Area Code 518
12857	Standard	Olmstedville	Essex County	Area Code 518
12858	Standard	Paradox, Ticonderoga	Essex County	Area Code 518
12859	Standard	Porter Corners, Porter Cors	Saratoga County	Area Code 518
12860	Standard	Pottersville	Warren County	Area Code 518
12861	Standard	Putnam Station, Putnam Sta	Washington County	Area Code 518
12862	PO Box	Riparius	Warren County	Area Code 518
12863	Standard	Rock City Falls, Rock City Fls	Saratoga County	Area Code 518
12864	PO Box	Sabael	Hamilton County	Area Code 518
12865	Standard	Salem, E Greenwich, East Greenwich	Washington County	Area Code 518
12866	Standard	Saratoga Springs, Saratoga Spgs	Saratoga County	Area Code 518
12870	Standard	Schroon Lake	Essex County	Area Code 518
12871	Standard	Schuylerville	Saratoga County	Area Code 518
12872	PO Box	Severance	Essex County	Area Code 518
12873	Standard	Shushan	Washington County	Area Code 518
12874	Standard	Silver Bay	Warren County	Area Code 518
12878	Standard	Stony Creek	Warren County	Area Code 518
12879	Standard	Newcomb, Tahawus	Essex County	Area Code 518
12883	Standard	Ticonderoga	Essex County	Area Code 518
12884	PO Box	Victory Mills	Saratoga County	Area Code 518
12885	Standard	Warrensburg, Thurman	Warren County	Area Code 518
12886	Standard	Wevertown	Warren County	Area Code 518
12887	Standard	Whitehall	Washington County	Area Code 518
12901	Standard	Plattsburgh	Clinton County	Area Code 518
12903	Standard	Plattsburgh	Clinton County	Area Code 518
12910	Standard	Altona	Clinton County	Area Code 518
12911	Standard	Keeseville, Au Sable Chasm, Ausable Chasm	Clinton County	Area Code 518
12912	Standard	Au Sable Forks, Au Sable Frks	Clinton County	Area Code 518
12913	Standard	Bloomingdale	Essex County	Area Code 518
12914	Standard	Bombay	Franklin County	Area Code 518
12915	PO Box	Brainardsville, Brainardsvle	Franklin County	Area Code 518
12916	Standard	Brushton	Franklin County	Area Code 518
12917	Standard	Burke	Franklin County	Area Code 518
12918	Standard	Cadyville	Clinton County	Area Code 518
12919	Standard	Champlain	Clinton County	Area Code 518
12920	Standard	Chateaugay	Franklin County	Area Code 518
12921	Standard	Chazy	Clinton County	Area Code 518
12922	Standard	Childwold	St. Lawrence County	Area Code 315
12923	Standard	Churubusco	Clinton County	Area Code 518
12924	Standard	Keeseville, Clintonville	Clinton County	Area Code 518
12926	Standard	Constable	Franklin County	Area Code 518
12927	PO Box	Cranberry Lake, Cranberry Lk	St. Lawrence County	Area Code 315
12928	Standard	Crown Point	Essex County	Area Code 518
12929	PO Box	Dannemora	Clinton County	Area Code 518
12930	Standard	Dickinson Center, Dickinson Ctr	Franklin County	Area Code 518
12932	Standard	Elizabethtown	Essex County	Area Code 518
12933	PO Box	Ellenburg	Clinton County	Area Code 518
12934	Standard	Ellenburg Center, Ellenburg Ctr	Clinton County	Area Code 518
12935	Standard	Ellenburg Depot, Ellenburg Dep	Clinton County	Area Code 518
12936	Standard	Essex, Whallonsburg	Essex County	Area Code 518
12937	Standard	Fort Covington, Ft Covington	Franklin County	Area Code 518
12939	PO Box	Gabriels	Franklin County	Area Code 518
12941	Standard	Jay	Essex County	Area Code 518
12942	Standard	Keene	Essex County	Area Code 518
12943	Standard	Keene Valley, Saint Huberts	Essex County	Area Code 518
12944	Standard	Keeseville	Essex County	Area Code 518
12945	Standard	Lake Clear, Upper Saint Regis, Upper St Reg	Franklin County	Area Code 518
12946	Standard	Lake Placid	Essex County	Area Code 518
12949	Standard	Lawrenceville	St Lawrence County	Area Code 315
12950	Standard	Lewis	Essex County	Area Code 518
12952	Standard	Lyon Mountain	Clinton County	Area Code 518
12953	Standard	Malone	Franklin County	Area Code 518
12955	Standard	Lyon Mountain, Merrill	Clinton County	Area Code 518
12956	Standard	Mineville	Essex County	Area Code 518
12957	Standard	Moira	Franklin County	Area Code 518
12958	Standard	Mooers	Clinton County	Area Code 518
12959	Standard	Mooers Forks	Clinton County	Area Code 518
12960	Standard	Moriah	Essex County	Area Code 518
12961	Standard	Moriah Center	Essex County	Area Code 518
12962	Standard	Morrisonville	Clinton County	Area Code 518
12964	Standard	New Russia	Essex County	Area Code 518
12965	Standard	Nicholville, Fort Jackson, Hopkinton	St. Lawrence County	Area Code 518
12966	Standard	North Bangor, Bangor, West Bangor	Franklin County	Area Code 518
12967	Standard	North Lawrence, N Lawrence	St. Lawrence County	Area Code 315
12969	Standard	Owls Head	Franklin County	Area Code 518
12970	Standard	Paul Smiths	Franklin County	Area Code 518
12972	Standard	Peru	Clinton County	Area Code 518
12973	PO Box	Piercefield	St. Lawrence County	Area Code 315
12974	Standard	Port Henry	Essex County	Area Code 518
12975	PO Box	Port Kent	Essex County	Area Code 518
12976	PO Box	Rainbow Lake	Franklin County	Area Code 518
12977	PO Box	Ray Brook	Essex County	Area Code 518
12978	Standard	Redford	Clinton County	Area Code 518
12979	Standard	Rouses Point	Clinton County	Area Code 518
12980	Standard	Saint Regis Falls, St Regis Fls	Franklin County	Area Code 518
12981	Standard	Saranac	Clinton County	Area Code 518
12983	Standard	Saranac Lake	Franklin County	Area Code 518
12985	Standard	Schuyler Falls, Schuyler Fls	Clinton County	Area Code 518
12986	Standard	Tupper Lake, Massawepie	Franklin County	Area Code 518
